CASEID,hunt_fish,scientists,education,ideology,urbanrural
338477,0,100,2,,small town
338507,0,100,3,4,rural
338552,0,100,4,,suburb
338576,0,100,8,,city
338583,,,2,5,
338590,0,85,6,3,small town
338613,0,100,3,4,suburb
338637,1,70,4,4,city
338644,1,50,6,5,city
338705,0,70,7,5,suburb
338736,,,3,7,
338743,0,100,6,1,rural
338804,0,85,3,2,city
338811,1,100,6,,suburb
338866,,,1,3,
338873,,,6,3,
338897,0,50,7,6,small town
338927,1,50,2,,small town
338941,0,70,4,5,suburb
338958,0,70,3,6,city
338989,0,80,5,4,small town
339029,0,,6,6,suburb
339036,1,100,6,7,city
339050,1,70,6,7,suburb
339104,0,100,3,4,small town
339128,1,70,,,small town
339203,,,6,2,
339210,,0,4,,
339258,0,85,6,1,suburb
339265,1,85,5,6,rural
339272,1,75,3,,rural
339296,0,85,6,6,small town
339319,0,85,6,7,suburb
339340,1,70,2,6,city
339364,0,100,7,,small town
339425,0,50,2,,rural
339456,0,85,5,4,rural
339470,0,100,7,3,suburb
339531,0,85,6,3,small town
339555,1,85,5,,small town
339562,0,80,3,6,rural
339623,,,6,2,
339746,1,85,3,2,city
339753,,,2,7,
339807,,,6,4,
339821,1,85,6,5,rural
339869,0,,3,,small town
339944,0,0,2,,rural
339975,,,2,,
339982,0,70,4,5,small town
340005,0,85,4,3,small town
340043,0,,3,,city
340050,0,100,2,4,city
340173,0,60,6,,suburb
340180,1,70,7,5,city
340197,1,,,6,small town
340227,,,4,6,
340234,0,70,4,4,suburb
340258,1,85,4,5,rural
340265,0,85,7,3,suburb
340272,0,60,3,,city
340302,0,60,6,6,city
340319,1,50,4,6,small town
340326,0,100,2,,rural
340364,0,100,3,4,suburb
340371,1,100,6,4,small town
340425,0,70,7,3,rural
340449,0,100,5,2,rural
340463,,,7,4,
340517,1,60,3,5,rural
340531,0,50,3,6,suburb
340555,0,100,6,,small town
340579,,,7,1,
340593,0,0,6,3,suburb
340609,0,60,2,6,small town
340647,0,70,3,4,city
340722,0,80,4,4,city
340739,0,85,2,,rural
340784,0,85,4,6,small town
340807,0,100,3,2,small town
340821,0,70,6,6,suburb
340890,1,50,3,4,suburb
340906,1,70,3,4,city
340982,1,100,6,4,suburb
341008,0,100,3,,city
341022,1,70,1,,rural
341039,0,50,8,2,suburb
341060,0,85,7,4,suburb
341077,,70,7,,
341145,,,2,2,
341183,0,85,5,5,suburb
341190,,,6,1,
341213,0,30,2,6,suburb
341220,,,5,4,
341244,1,75,1,,rural
341251,,,4,6,
341299,0,85,7,4,city
341305,0,70,6,6,city
341336,0,90,6,3,small town
341343,0,100,2,,rural
341381,1,70,3,,city
341404,,,3,2,
341428,,,,,
341442,,,,6,
341473,0,55,7,6,small town
341503,,85,1,,
341527,0,50,1,,city
341558,0,60,2,4,small town
341596,0,60,2,5,city
341602,0,100,3,,suburb
341671,,,3,2,
341695,,,,6,
341701,0,85,6,2,rural
341718,0,50,3,5,small town
341725,1,85,6,7,suburb
341732,,100,3,4,city
341749,0,60,4,4,city
341770,0,50,3,6,rural
341787,0,100,6,2,suburb
341800,0,15,4,7,small town
341831,1,80,7,6,rural
341886,0,70,6,3,rural
341923,1,85,3,6,small town
341930,1,100,4,6,small town
341954,0,85,1,,small town
341992,1,55,2,7,rural
342025,0,100,2,4,suburb
342056,0,100,5,4,suburb
342063,0,85,3,5,city
342070,0,100,6,2,city
342124,,,6,,
342155,,,5,,
342179,0,100,2,3,city
342186,0,85,5,4,suburb
342193,1,100,8,1,suburb
342216,0,70,6,2,suburb
342247,0,60,2,6,small town
342261,0,65,6,6,small town
342339,0,100,6,4,small town
342353,,,6,1,
342360,0,55,1,5,city
342414,0,60,2,,rural
342438,0,95,8,2,suburb
342469,0,100,6,3,small town
342483,0,40,,6,small town
342544,0,85,4,,suburb
342551,0,85,7,6,city
342698,0,85,3,4,suburb
342711,0,100,2,3,city
342728,1,80,6,4,city
342742,1,85,7,4,suburb
342797,0,100,6,2,suburb
342803,0,60,2,,city
342834,0,100,7,3,city
342896,0,100,6,2,city
342902,1,100,3,2,city
342919,0,60,6,4,suburb
342940,0,60,6,7,city
342964,0,100,6,2,small town
343035,0,100,4,2,city
343066,0,100,3,,city
343097,0,85,8,1,suburb
343127,0,50,2,4,small town
343134,0,95,6,3,city
343158,0,85,8,2,city
343196,0,70,3,7,suburb
343219,0,50,,4,city
343226,,,4,,
343257,0,100,7,2,city
343264,1,100,6,4,suburb
343288,0,80,2,2,suburb
343325,0,70,2,5,city
343349,1,85,1,4,rural
343387,0,50,6,5,small town
343417,0,85,6,5,suburb
343479,0,60,7,6,city
343554,1,85,6,4,suburb
343578,0,70,6,6,city
343585,0,100,7,,suburb
343592,1,100,3,3,city
343622,0,85,6,5,suburb
343646,0,85,2,6,rural
343660,1,60,6,3,suburb
343707,0,85,7,2,small town
343745,0,,5,,small town
343769,1,80,8,6,city
343776,0,60,3,6,rural
343783,0,50,7,4,small town
343806,1,,7,,suburb
343813,,,4,2,
343882,0,85,4,3,suburb
343981,0,95,6,,suburb
343998,0,60,5,,city
344014,0,90,7,2,suburb
344083,0,100,7,3,city
344090,,100,2,2,suburb
344113,0,85,3,3,small town
344168,0,70,7,5,suburb
344267,0,85,7,5,city
344373,0,100,3,2,rural
344380,0,85,6,1,city
344397,0,70,3,5,small town
344496,1,75,6,6,city
344533,1,85,4,3,rural
344540,0,60,6,5,small town
344564,1,85,1,6,small town
344649,1,100,6,3,suburb
344724,,,4,7,
344779,0,90,7,2,suburb
344786,1,70,2,4,rural
344793,0,100,6,2,city
344816,0,70,3,4,suburb
344878,0,85,1,,city
344885,0,100,6,5,suburb
344892,1,85,4,2,small town
344908,0,50,1,3,suburb
344915,0,60,2,5,small town
344922,0,60,3,7,rural
344939,0,90,7,4,small town
344977,1,85,7,6,suburb
344991,1,85,2,4,suburb
345017,1,50,6,5,rural
345062,0,85,1,4,city
345079,0,100,7,5,suburb
345093,0,70,2,4,small town
345109,,,5,4,
345123,0,70,3,5,city
345178,0,100,7,4,suburb
345208,0,85,8,3,suburb
345215,0,100,2,6,city
345253,0,0,4,,city
345260,0,85,3,4,suburb
345321,0,85,6,4,city
345352,0,85,7,4,small town
345475,0,100,6,2,city
345512,1,85,7,5,city
345536,0,100,2,,small town
345567,0,100,3,4,city
345574,0,85,6,4,suburb
345581,0,100,6,2,city
345598,0,60,3,4,rural
345611,1,70,4,6,small town
345642,0,100,6,4,city
345659,0,50,7,7,suburb
345680,,,6,5,
345802,0,,2,7,small town
345840,0,50,4,,small town
345857,0,30,7,3,suburb
345871,0,95,3,4,rural
345901,0,85,6,4,suburb
345918,0,85,3,5,rural
345949,0,100,4,2,city
345956,0,,2,4,city
345970,,70,4,6,
345987,1,15,3,7,small town
346041,0,50,2,,small town
346065,0,85,7,3,city
346102,0,100,7,2,city
346133,0,85,8,4,city
346157,0,100,3,5,suburb
346164,0,20,6,4,suburb
346249,0,100,3,,city
346270,0,95,6,2,city
346294,1,60,3,5,rural
346300,0,85,7,1,city
346324,0,100,2,3,rural
346331,0,70,6,3,small town
346430,0,70,4,,small town
346461,0,100,3,4,city
346492,0,85,6,3,small town
346515,1,30,7,7,rural
346539,0,,5,,city
346584,,,6,,
346591,0,90,7,4,suburb
346638,,,2,3,
346652,0,,3,4,small town
346669,0,100,8,6,rural
346706,,,2,7,
346744,,,1,2,
346751,0,,8,6,suburb
346799,1,70,2,,rural
346812,0,90,5,,suburb
346843,0,70,6,6,rural
346874,,,2,,
346881,0,100,3,5,suburb
346911,0,85,5,4,rural
346928,1,60,2,6,small town
347044,1,70,3,6,rural
347082,0,85,6,3,suburb
347105,0,95,7,2,suburb
347136,0,40,7,,small town
347167,0,85,3,,city
347228,0,50,6,5,city
347235,1,60,3,6,small town
347242,0,100,2,2,small town
347280,0,100,3,4,suburb
347297,0,85,7,4,city
347303,0,70,5,5,city
347372,1,70,3,,small town
347396,0,100,4,4,suburb
347464,0,90,7,2,suburb
347488,0,50,6,6,city
347495,,,,,
347501,0,100,8,3,suburb
347518,1,50,8,2,small town
347525,,100,3,2,
347556,0,90,3,2,city
347570,0,100,,,city
347587,0,85,2,6,small town
347648,,,7,5,
347662,0,100,7,2,suburb
347686,1,75,8,6,city
347754,0,85,2,6,suburb
347778,0,50,2,,small town
347808,0,100,6,2,suburb
347853,1,85,5,5,small town
347891,0,90,3,5,suburb
347914,1,85,1,,small town
347945,,,6,6,
347983,0,85,3,2,rural
348009,0,50,2,4,small town
348016,1,70,6,5,rural
348023,0,85,3,6,rural
348030,1,85,6,2,suburb
348061,0,100,6,4,suburb
348085,,100,4,,small town
348092,0,70,6,6,suburb
348122,0,100,,6,suburb
348153,,,4,,
348160,1,100,3,2,suburb
348207,0,85,3,4,city
348221,0,100,7,2,city
348238,1,65,2,6,small town
348252,,,4,,
348283,0,100,6,2,suburb
348306,0,100,4,3,rural
348351,1,85,3,6,suburb
348368,0,100,3,,city
348405,1,70,3,6,city
348511,1,85,2,5,rural
348542,0,70,4,,rural
348580,0,95,6,3,city
348603,0,85,7,3,city
348658,0,50,2,5,rural
348665,0,85,3,,city
348696,1,70,4,,small town
348726,1,100,1,4,rural
348764,0,,8,6,suburb
348771,0,95,7,3,city
348795,0,100,6,1,city
348818,0,48,2,,suburb
348825,1,50,3,4,rural
348849,0,95,7,3,city
348856,1,50,3,4,small town
348924,0,100,6,2,city
348948,0,85,6,4,small town
348955,0,90,3,,suburb
348979,1,70,6,5,suburb
348993,0,85,3,2,suburb
349002,0,95,6,2,suburb
349019,1,60,4,6,city
349057,0,50,2,,suburb
349071,0,60,2,2,city
349088,0,70,6,2,small town
349118,0,85,6,2,suburb
349163,0,70,5,4,rural
349187,0,70,5,,city
349194,1,70,5,,city
349200,0,85,6,1,small town
349224,0,100,6,2,small town
349255,1,100,2,,city
349262,0,60,6,6,suburb
349316,1,70,6,2,suburb
349323,0,,7,4,suburb
349408,0,85,7,2,small town
349415,0,90,7,2,city
349446,0,85,6,3,city
349491,0,70,3,7,small town
349514,1,50,7,4,suburb
349576,0,50,6,6,city
349590,,,2,7,
349606,0,100,6,2,suburb
349620,1,50,1,,rural
349644,0,50,7,6,suburb
349668,,,3,5,
349699,0,85,4,,small town
349705,0,85,3,5,small town
349729,0,100,4,2,city
349736,0,70,2,7,city
349798,1,100,6,4,small town
349842,0,85,6,6,small town
349880,,,3,6,
349910,1,100,6,5,rural
349941,0,100,1,3,small town
350002,0,85,1,,city
350019,1,70,6,7,rural
350033,,85,8,4,suburb
350040,,100,6,6,suburb
350057,0,100,8,1,city
350101,0,75,5,7,rural
350125,0,100,6,6,city
350156,0,100,7,3,suburb
350163,,85,3,5,rural
350194,0,90,7,3,suburb
350200,0,60,6,,city
350262,0,100,7,5,rural
350286,1,100,6,3,city
350309,,,1,4,
350316,1,95,6,1,city
350323,0,50,2,6,city
350347,0,100,3,4,small town
350354,0,85,1,6,rural
350385,0,85,2,4,suburb
350392,0,100,3,1,small town
350453,0,100,6,3,city
350552,1,50,3,6,small town
350576,,,7,4,
350590,1,60,3,4,small town
350606,0,80,7,2,rural
350620,0,0,6,7,small town
350675,1,85,5,3,small town
350729,1,45,6,5,suburb
350767,0,85,6,4,rural
350781,1,85,3,6,city
350804,1,50,6,6,suburb
350842,0,90,4,6,small town
350859,1,100,6,4,rural
350897,1,85,8,4,suburb
350934,0,80,3,5,rural
350965,0,70,5,5,small town
350989,,,2,7,
351043,0,100,6,2,suburb
351050,0,70,3,5,small town
351074,1,85,3,6,small town
351081,1,85,7,5,suburb
351098,1,100,4,,rural
351135,0,70,7,3,suburb
351166,0,85,1,4,small town
351180,0,95,6,2,suburb
351210,,,2,4,
351234,1,75,5,,suburb
351296,0,60,6,4,small town
351319,0,60,5,2,small town
351326,0,85,3,7,small town
351333,0,100,2,7,small town
351340,0,70,1,4,rural
351470,0,100,3,4,small town
351494,1,70,3,6,small town
351524,,,1,4,
351562,,,2,4,
351586,0,95,2,4,small town
351593,1,50,3,7,rural
351630,1,90,6,4,suburb
351647,0,70,,1,rural
351678,1,100,6,5,city
351685,0,85,6,3,city
351708,0,70,6,6,suburb
351722,,,3,,
351753,0,85,3,4,city
351777,0,0,2,,rural
351784,0,90,6,2,small town
351807,0,50,7,6,suburb
351838,0,85,7,1,city
351906,1,60,2,4,small town
351913,1,50,2,7,rural
351944,1,50,7,7,small town
351951,,,2,,
352008,0,70,3,,rural
352015,1,90,7,6,suburb
352022,0,50,4,6,suburb
352039,0,70,2,4,city
352077,1,100,6,6,city
352107,0,85,7,6,suburb
352138,0,100,7,,rural
352145,,,1,5,
352176,0,60,4,5,rural
352183,0,100,7,3,suburb
352206,1,85,7,6,small town
352220,0,50,2,4,city
352244,,70,2,5,city
352251,,,6,7,
352305,1,70,2,6,city
352343,0,85,3,6,city
352374,0,70,7,6,small town
352398,,80,5,4,
352404,0,100,6,3,suburb
352428,0,100,6,4,city
352435,,,1,6,
352442,0,85,7,2,city
352459,0,100,7,6,small town
352473,0,90,5,,city
352480,1,85,2,,rural
352541,0,100,7,1,city
352619,0,100,6,2,city
352633,0,100,8,1,small town
352664,0,100,5,7,city
352695,0,85,4,,city
352718,1,100,5,6,rural
352725,0,90,6,1,city
352749,0,100,3,6,small town
352763,0,85,4,4,city
352787,1,100,4,4,rural
352848,0,50,4,4,suburb
352855,0,50,4,4,small town
352862,1,75,6,5,suburb
352886,0,100,2,2,suburb
352893,1,30,2,7,rural
352909,0,95,6,5,city
352916,1,75,3,4,suburb
352947,,,8,1,
352961,1,40,6,4,suburb
353032,0,50,2,5,suburb
353056,1,100,6,2,city
353063,0,50,3,4,small town
353124,1,40,6,6,suburb
353131,0,100,5,4,suburb
353247,,,6,6,
353292,1,100,7,1,suburb
353308,1,50,7,7,small town
353315,,,4,4,
353346,0,75,4,,city
353353,0,70,6,3,small town
353360,1,40,1,6,suburb
353377,0,100,6,3,suburb
353384,1,70,7,4,suburb
353391,0,60,3,,city
353414,0,85,4,,city
353421,0,85,3,1,city
353469,0,100,8,2,rural
353476,0,90,7,2,suburb
353513,0,50,3,5,city
353520,0,70,3,6,city
353544,1,100,6,3,rural
353551,0,85,7,5,suburb
353643,0,40,3,5,suburb
353667,0,100,8,5,suburb
353681,1,,1,4,rural
353704,1,70,2,,small town
353711,0,50,4,6,city
353773,1,85,7,6,city
353780,0,100,4,2,city
353810,0,70,3,1,city
353834,1,100,4,2,small town
353902,0,70,2,2,city
353926,0,100,6,2,rural
353933,0,70,7,6,suburb
353957,0,85,2,3,small town
353988,0,85,4,6,suburb
354004,0,60,2,,suburb
354035,1,60,6,2,suburb
354073,1,70,3,6,rural
354097,,,7,6,
354134,0,70,2,5,city
354158,,,2,,
354189,0,100,5,4,suburb
354196,1,85,4,5,suburb
354202,0,85,6,,rural
354219,0,60,7,3,suburb
354240,0,70,6,4,city
354288,1,85,5,3,city
354301,1,100,4,2,city
354318,0,100,3,2,small town
354332,0,100,8,3,suburb
354363,0,100,3,,city
354394,0,50,3,4,suburb
354424,0,70,5,2,city
354431,0,100,6,1,suburb
354448,0,60,4,4,small town
354462,0,85,6,4,small town
354479,0,85,7,2,city
354547,,,1,,
354592,0,100,6,2,suburb
354684,0,10,2,6,small town
354691,,,3,,
354707,,,,,
354752,0,85,3,5,small town
354820,,,3,2,
354844,0,85,6,4,city
354851,0,60,2,4,city
354868,1,100,2,2,small town
354875,0,95,8,1,city
354882,0,,2,,rural
354899,1,85,5,5,suburb
354905,0,50,7,6,suburb
354929,0,75,6,6,small town
354943,0,75,7,4,city
354950,0,100,8,2,rural
354967,1,85,3,4,suburb
354974,1,60,6,6,rural
355014,,,6,4,
355045,0,100,6,3,city
355069,1,90,7,2,small town
355151,0,50,7,6,city
355168,0,50,3,,small town
355182,0,80,7,,small town
355267,1,60,2,4,small town
355298,0,100,6,2,city
355335,0,,3,2,
355359,,,8,3,
355373,0,85,2,4,suburb
355397,0,50,3,4,small town
355403,0,,,,small town
355427,0,50,2,7,city
355434,0,100,1,,city
355441,,,7,2,
355458,0,50,2,,small town
355472,0,100,3,1,rural
355519,1,90,6,3,city
355540,1,85,2,4,rural
355557,0,85,6,2,city
355564,0,85,2,,small town
355571,0,50,7,6,small town
355618,0,85,3,,city
355632,1,100,2,4,city
355656,0,100,3,3,city
355687,1,80,3,,suburb
355786,,,1,7,
355809,0,85,2,4,city
355816,0,100,8,2,city
355830,0,50,1,3,small town
355878,0,100,,5,rural
355892,,,7,5,
355908,0,100,6,1,city
355915,,,6,5,
355922,0,100,2,4,suburb
355946,,,6,,
355977,0,54,3,5,small town
355991,0,85,1,4,rural
356048,0,50,7,5,rural
356062,1,100,3,4,rural
356123,1,80,3,6,rural
356147,0,100,6,3,city
356192,,,2,6,
356208,0,60,3,6,suburb
356215,1,90,8,3,city
356253,0,100,7,4,suburb
356277,0,50,6,7,small town
356284,0,65,4,6,suburb
356321,0,70,6,6,rural
356406,0,60,6,5,suburb
356413,0,85,6,4,city
356437,,,2,,
356444,0,100,5,3,small town
356451,0,100,7,1,suburb
356475,1,50,3,4,rural
356505,0,50,,5,city
356512,0,100,3,3,small town
356529,0,100,3,,suburb
356550,0,50,6,,city
356666,,,6,3,
356765,,,2,,
356789,0,90,6,2,city
356819,1,85,3,4,suburb
356833,1,50,3,6,rural
356840,0,50,3,6,city
356864,,,7,6,
356871,1,75,3,6,city
356901,,,6,5,
356925,0,50,6,6,city
356956,0,50,6,,small town
356963,0,100,7,4,suburb
356970,0,70,3,6,city
356994,0,85,3,,city
357003,0,70,6,2,city
357010,0,85,7,4,suburb
357027,0,100,3,4,city
357072,1,85,2,6,city
357089,0,60,8,4,rural
357102,0,60,7,2,city
357157,1,70,3,4,city
357201,1,70,1,4,rural
357225,,,3,2,
357270,0,100,3,3,city
357287,0,50,7,4,suburb
357294,0,15,6,7,suburb
357393,1,100,3,4,suburb
357416,0,85,2,7,city
357430,0,100,6,5,city
357478,0,90,2,6,city
357485,0,50,2,4,city
357492,0,85,3,6,small town
357522,0,100,7,2,suburb
357645,0,70,6,4,city
357669,0,70,2,2,rural
357676,1,100,6,,suburb
357683,0,60,6,5,suburb
357690,0,85,6,2,small town
357751,0,85,6,2,small town
357775,0,50,1,4,city
357829,0,85,8,5,suburb
357874,0,60,1,4,city
357898,0,100,6,,small town
357911,0,85,4,4,suburb
357973,0,100,6,2,rural
358006,0,70,6,4,suburb
358037,0,90,6,5,suburb
358075,,,5,3,
358105,0,50,3,,suburb
358112,0,50,6,,suburb
358150,0,70,3,4,small town
358235,,,7,2,
358242,0,85,3,4,small town
358259,1,100,8,4,suburb
358280,0,85,3,2,small town
358310,0,1,1,,suburb
358327,0,85,6,2,city
358334,,,1,,
358396,0,100,,,small town
358440,0,100,6,4,suburb
358457,0,100,2,5,rural
358501,0,100,6,2,small town
358525,1,85,2,5,small town
358532,,90,3,3,
358549,,100,7,1,suburb
358556,0,100,7,4,small town
358570,1,50,3,6,rural
358631,0,50,3,4,small town
358648,1,50,3,6,small town
358655,0,100,2,,city
358686,1,100,7,4,small town
358709,1,85,7,5,rural
358747,0,100,6,2,small town
358754,1,40,2,6,small town
358761,0,85,6,4,suburb
358792,,,2,4,
358815,1,30,6,7,small town
358952,0,60,3,4,rural
358976,0,100,2,5,rural
358983,1,70,4,,rural
359030,1,15,2,6,small town
359047,,70,7,6,
359054,0,100,6,2,suburb
359085,0,100,6,3,suburb
359146,0,50,3,4,rural
359177,0,50,1,,rural
359207,0,100,3,,city
359221,0,100,3,2,rural
359245,0,70,3,6,small town
359283,0,100,7,1,suburb
359290,0,85,2,,small town
359344,0,100,2,3,city
359351,0,85,6,3,city
359382,0,70,3,6,small town
359467,0,99,7,1,city
359498,0,60,3,7,suburb
359535,0,85,6,4,city
359580,0,85,8,2,suburb
359597,0,85,6,2,city
359610,0,85,3,5,city
359627,0,70,3,2,city
359634,,,6,5,
359702,0,70,7,6,city
359740,,,6,4,
359764,0,50,4,,city
359825,0,100,3,5,city
359849,0,100,3,5,city
359863,,,1,,
359887,1,50,1,7,rural
359894,1,90,6,,suburb
359900,0,30,3,6,small town
359962,0,100,5,2,city
360030,0,15,3,2,small town
360061,1,70,2,3,suburb
360092,0,100,3,4,city
360177,0,100,1,3,city
360184,1,85,6,,suburb
360207,0,85,7,5,suburb
360214,0,,5,4,suburb
360252,,,4,6,
360290,0,85,7,,city
360306,0,70,4,,city
360320,0,100,3,,city
360337,0,85,6,3,small town
360351,0,0,3,7,city
360368,1,99,,,small town
360382,0,100,4,2,small town
360405,0,85,6,4,suburb
360412,0,100,6,1,suburb
360429,0,100,6,2,city
360443,0,70,5,,small town
360528,0,100,7,5,suburb
360542,1,85,6,6,city
360634,0,65,6,6,suburb
360689,0,40,6,6,suburb
360696,0,60,2,,small town
360719,1,100,2,3,rural
360726,0,60,3,6,city
360733,0,85,6,5,small town
360757,,,4,4,
360764,0,70,2,5,suburb
360771,0,100,,4,
360795,0,70,6,6,small town
360818,0,85,6,4,suburb
360825,0,85,6,3,suburb
360832,,,3,2,
360849,0,100,4,4,small town
360948,0,50,3,7,city
360962,,,2,5,
360979,1,90,6,2,rural
360986,0,100,5,1,city
360993,0,100,8,4,suburb
361002,0,100,7,2,suburb
361064,1,60,7,5,suburb
361071,0,85,3,2,city
361095,,,4,6,
361132,0,85,6,1,city
361248,0,100,6,2,suburb
361293,0,85,3,2,city
361347,1,100,7,3,city
361378,0,100,1,6,small town
361392,0,85,6,6,suburb
361422,0,100,6,,city
361439,0,50,2,,city
361514,0,50,3,5,small town
361538,1,100,4,3,rural
361545,0,70,1,1,small town
361569,0,85,7,4,small town
361576,,40,7,4,rural
361590,,,3,4,
361613,0,80,7,3,city
361644,0,100,7,2,suburb
361682,1,85,5,7,rural
361705,,,7,5,
361712,0,100,5,4,suburb
361736,0,30,2,,small town
361743,0,85,6,2,suburb
361750,0,85,3,5,small town
361767,0,85,6,2,city
361828,0,100,6,2,city
361835,1,85,4,6,city
361897,1,70,2,6,rural
361910,,,2,6,
361965,0,100,7,2,city
361996,1,50,2,6,rural
362043,0,100,3,4,small town
362050,0,90,3,1,rural
362067,0,100,8,5,suburb
362074,0,75,7,4,suburb
362128,0,100,3,4,city
362135,1,100,7,2,suburb
362159,1,90,6,5,small town
362180,,,3,2,
362227,0,100,4,,city
362265,,,1,6,
362272,0,70,2,6,suburb
362302,0,85,4,,city
362333,0,85,7,3,suburb
362388,0,50,6,6,small town
362401,,,3,6,
362418,0,85,3,4,suburb
362456,0,30,8,7,city
362463,0,85,6,2,city
362524,,,2,,
362593,0,40,3,3,suburb
362609,0,50,6,6,city
362623,0,85,2,6,suburb
362654,0,60,6,4,city
362692,0,90,3,5,small town
362708,,,2,4,
362715,1,100,6,2,rural
362722,0,60,1,,city
362739,1,100,1,,suburb
362777,,,3,7,
362784,0,99,4,6,city
362814,0,70,6,3,suburb
362838,1,40,,5,suburb
362890,0,100,7,6,rural
362906,0,70,6,4,suburb
362975,0,40,4,6,rural
362999,1,30,4,5,small town
363015,1,90,3,3,suburb
363022,1,85,6,5,rural
363039,1,85,3,5,rural
363046,1,85,2,5,small town
363053,0,85,4,3,suburb
363077,,,2,4,
363091,0,60,1,4,city
363121,,,4,6,
363206,1,70,2,4,rural
363220,0,100,5,3,suburb
363312,0,70,3,2,rural
363343,0,70,1,7,suburb
363381,0,70,1,,small town
363411,,,2,3,
363428,1,100,6,5,suburb
363442,0,60,8,6,rural
363541,0,100,6,4,suburb
363558,,,4,4,
363565,1,70,1,,city
363619,,,2,,
363633,0,85,5,3,small town
363640,0,70,6,,city
363657,0,70,8,4,suburb
363701,0,85,2,4,small town
363756,0,85,6,,suburb
363763,0,85,3,3,city
363800,,,3,,
363855,0,100,7,4,city
363916,0,85,3,,small town
363961,1,100,3,3,city
363985,1,100,1,4,city
363992,0,100,1,,small town
364025,,95,3,,
364063,1,60,4,5,small town
364070,1,95,6,3,small town
364094,0,100,8,1,suburb
364124,1,50,6,5,small town
364131,1,50,7,6,city
364148,0,100,8,3,city
364186,1,40,3,4,city
364216,1,40,3,,suburb
364230,0,85,6,3,rural
364254,0,100,6,1,city
364278,0,100,7,2,rural
364285,1,50,6,6,rural
364292,,,4,4,
364308,0,60,3,6,suburb
364377,1,50,1,,city
364483,,,3,4,
364506,0,100,7,3,suburb
364513,0,100,6,2,city
364568,0,100,7,2,suburb
364629,0,100,7,5,small town
364636,,,5,3,
364704,0,100,8,2,suburb
364742,0,70,6,6,suburb
364759,1,30,3,7,small town
364766,0,85,6,4,suburb
364810,1,85,3,3,suburb
364834,0,100,3,4,suburb
364872,0,40,7,6,small town
364889,0,85,6,2,city
364896,0,70,3,,city
364926,,,6,5,
364933,0,100,6,7,suburb
364971,0,85,6,5,suburb
364988,0,50,2,,city
365028,0,75,6,6,suburb
365059,1,55,2,4,small town
365066,0,70,7,,suburb
365103,,100,8,2,city
365110,,,8,6,
365196,1,100,6,3,suburb
365226,0,100,6,1,city
365264,0,100,4,1,city
365295,1,90,3,,city
365325,,,3,2,
365332,,100,4,7,
365370,0,85,3,6,small town
365394,,,7,7,
365400,0,65,,,city
365448,0,100,6,4,small town
365455,0,75,8,,suburb
365516,,,5,6,
365523,,,6,3,
365530,0,100,6,5,rural
365554,0,85,3,2,city
365585,0,85,2,,city
365592,1,80,4,5,suburb
365660,1,50,8,6,suburb
365707,0,100,7,,city
365714,,,7,4,
365745,1,50,7,6,suburb
365769,,,3,4,
365844,1,0,2,,small town
365868,0,90,6,2,suburb
365875,1,50,6,5,rural
365882,0,100,3,7,small town
365899,0,50,6,7,suburb
365905,0,85,7,6,small town
365981,0,100,5,2,suburb
366007,0,70,2,2,city
366014,,,6,6,
366021,1,60,3,6,city
366038,0,100,3,2,city
366052,0,85,2,4,suburb
366083,0,100,4,4,rural
366090,,,3,4,
366113,0,85,3,7,city
366151,0,89,2,6,suburb
366175,0,100,2,7,rural
366199,0,85,7,3,city
366250,1,70,6,6,suburb
366274,0,50,6,6,suburb
366328,0,50,2,,rural
366380,0,70,8,6,city
366397,0,100,3,1,city
366465,1,85,6,6,suburb
366472,1,70,3,6,small town
400068,0,85,7,6,small town
400075,,,4,,
400082,0,100,8,6,city
400099,0,70,3,,small town
400112,1,70,7,6,suburb
400136,0,85,4,3,suburb
400181,0,70,7,6,suburb
400242,,,7,3,
400280,1,50,4,4,rural
400303,1,50,3,3,rural
400327,1,85,2,5,suburb
400334,0,70,3,6,city
400372,0,85,7,2,small town
400396,1,85,5,4,small town
400433,0,85,4,4,small town
400440,0,90,7,4,suburb
400457,0,90,2,4,small town
400464,0,50,6,4,city
400518,1,40,6,7,suburb
400525,1,100,2,,small town
400648,,,1,,
400693,0,85,2,4,small town
400723,0,85,6,3,rural
400747,0,50,6,7,small town
400761,1,70,4,5,rural
400785,0,60,2,7,rural
400822,0,100,7,2,small town
400839,1,70,2,4,small town
400938,0,60,6,4,small town
401016,0,70,1,,small town
401023,0,70,7,6,rural
401085,1,60,6,4,suburb
401092,1,85,7,4,suburb
401108,,,2,,
401139,,100,7,2,
401153,0,95,6,2,suburb
401177,1,70,6,4,suburb
401207,0,85,5,4,suburb
401337,0,100,8,4,suburb
401344,0,70,3,4,city
401351,0,85,3,2,suburb
401382,0,90,8,3,suburb
401429,0,50,3,,suburb
401436,0,100,3,,city
401443,0,60,3,6,city
401467,0,100,5,4,suburb
401474,,70,3,6,
401504,0,85,2,4,suburb
401559,0,85,7,6,suburb
401580,,,4,,
401627,1,70,2,7,rural
401658,0,95,7,3,city
401726,1,50,5,6,small town
401740,0,85,6,2,city
401795,0,100,6,4,city
401801,0,85,2,5,small town
401825,0,90,7,2,rural
401832,1,100,3,5,rural
401856,0,100,5,6,suburb
401863,0,85,6,5,city
401870,0,100,5,3,small town
401887,,60,3,,suburb
