CASEID,hunt_fish,scientists,education,ideology,urbanrural
458678,0,90,6,6,suburb
458692,1,100,4,4,rural
458708,0,100,3,5,suburb
458814,0,50,2,3,city
458876,1,70,3,4,small town
458890,,,2,5,
458906,0,100,6,3,suburb
458913,0,75,7,5,small town
458920,0,85,8,6,city
458944,0,100,7,2,suburb
458951,0,90,7,2,small town
458968,0,60,7,6,suburb
459022,,100,4,,suburb
459053,,,2,6,
459060,,,2,6,
459084,0,100,3,2,city
459107,,,3,6,
459114,1,95,5,5,rural
459152,0,100,3,6,rural
459183,1,60,3,4,suburb
459190,0,100,3,4,small town
459237,1,70,2,6,city
459251,0,85,3,6,small town
459268,0,70,7,4,city
459282,0,100,2,6,suburb
459305,1,60,5,3,rural
459350,0,75,5,4,city
459374,0,100,1,6,city
459381,,,2,,
459398,1,50,7,6,suburb
459428,0,50,3,5,small town
459435,,,5,,
459442,0,85,7,3,city
459480,0,95,6,4,suburb
459534,0,100,6,2,city
459541,1,100,3,,rural
459558,1,30,6,6,suburb
459565,1,85,6,5,city
459589,0,0,7,6,small town
459619,0,100,3,4,city
459657,0,85,2,3,small town
459664,0,100,4,4,suburb
459695,1,60,6,6,rural
459701,1,30,3,,small town
459718,0,100,1,,city
459725,,,1,4,
459770,,,4,4,
459824,0,80,7,,small town
459909,1,85,6,3,rural
459954,1,100,3,,rural
459978,1,50,3,6,small town
460015,0,85,6,2,rural
460084,0,70,6,6,suburb
460091,0,100,6,4,city
460114,1,85,4,,small town
460138,0,85,4,6,suburb
460213,0,100,2,,city
460220,0,85,1,,small town
460251,0,70,6,4,small town
460312,1,70,2,4,suburb
460343,1,85,7,,rural
460350,,,4,4,
460374,0,50,7,7,suburb
460381,0,50,7,6,suburb
460398,0,100,3,1,city
460435,0,90,8,1,small town
460442,0,100,6,3,suburb
460459,0,100,7,1,suburb
460534,,,3,4,
460589,0,100,3,2,city
460602,0,100,3,,rural
460695,0,85,3,5,suburb
460701,0,100,8,1,suburb
460718,0,100,6,2,suburb
460756,0,90,7,2,suburb
460824,0,100,8,1,suburb
460862,0,85,6,6,small town
460879,0,100,6,5,city
460893,0,85,7,5,rural
460916,0,85,8,2,suburb
460930,0,50,6,5,small town
460978,1,50,2,,rural
460985,0,85,8,2,suburb
460992,0,100,3,,suburb
461117,0,85,3,6,rural
461155,1,100,6,4,suburb
461162,1,100,6,4,suburb
461179,0,85,6,,small town
461216,0,30,3,,city
461230,0,60,4,,suburb
461247,0,100,8,1,suburb
461261,0,85,2,,city
461278,0,70,6,,city
461308,1,85,6,4,small town
461315,,100,6,2,
461353,0,78,6,,small town
461445,0,100,3,,city
461452,0,70,3,3,rural
461469,0,100,4,,small town
461506,0,100,3,4,suburb
461513,1,85,5,6,small town
461544,0,100,1,2,city
461568,1,85,4,,rural
461599,1,85,8,3,suburb
461605,0,100,6,1,city
461698,0,50,2,,city
461735,0,90,3,3,suburb
461780,0,100,,,small town
461834,1,85,4,6,city
461889,1,100,6,,small town
461926,0,70,5,5,suburb
461940,,,3,4,
461964,,60,6,5,small town
461988,,,3,5,
461995,0,85,3,2,city
462035,0,100,6,3,suburb
462042,0,100,8,2,rural
462059,0,85,6,4,suburb
462103,0,85,7,4,small town
462127,0,85,2,4,small town
462141,1,90,3,3,city
462165,0,70,2,,city
462172,0,60,5,6,small town
462226,1,85,2,4,rural
462240,,,6,6,
462264,,,3,5,
462318,,,1,2,
462332,0,85,,3,suburb
462349,,30,3,5,rural
462370,1,90,3,4,suburb
462387,,50,2,4,suburb
462431,1,50,3,6,small town
462448,1,85,3,5,suburb
462516,1,40,7,6,suburb
462592,,,8,4,
462608,0,100,3,,rural
462653,0,100,4,2,small town
462677,1,85,6,5,city
462721,,,5,5,
462745,0,70,2,6,small town
462752,0,70,3,,city
462776,0,90,6,3,city
462790,0,70,6,6,rural
462837,0,70,7,6,suburb
462844,1,100,6,2,city
462875,0,60,7,7,rural
462905,0,100,6,6,city
462943,1,100,5,3,city
462974,0,70,2,7,small town
462981,0,60,2,5,small town
463007,,,3,2,
463021,0,100,5,3,small town
463045,0,100,7,1,small town
463076,1,100,6,2,suburb
463144,0,85,6,4,suburb
463182,,,,,
463212,0,85,7,6,small town
463229,1,60,4,6,small town
463243,0,65,7,2,small town
463274,0,75,6,4,small town
463304,0,50,7,7,rural
463359,0,85,7,6,rural
463427,0,50,4,,suburb
463434,0,85,5,,suburb
463564,1,100,7,2,city
463601,,,4,4,
463618,,,2,,
463632,,,2,5,
463656,1,50,4,5,suburb
463687,0,70,4,7,small town
463694,1,50,2,4,small town
463793,0,75,6,2,city
463809,0,85,6,2,city
463854,0,85,6,,suburb
463861,0,85,2,2,suburb
463892,0,60,3,,small town
463908,0,100,7,3,suburb
463939,0,90,7,5,suburb
463946,1,50,2,5,rural
463991,1,85,6,5,suburb
464000,0,85,3,6,small town
464031,0,60,2,3,suburb
464048,0,100,6,2,suburb
464192,0,85,2,4,rural
464239,1,50,3,6,suburb
464246,1,85,8,5,suburb
464277,0,50,3,4,city
464291,0,100,,4,suburb
464352,0,85,7,3,suburb
464376,0,55,4,2,city
464437,0,100,5,2,suburb
464451,,,1,4,
464499,0,100,3,,small town
464529,0,100,7,3,suburb
464536,0,50,2,4,city
464574,0,70,7,4,suburb
464581,0,85,6,6,small town
464628,0,85,6,3,suburb
464659,,,7,4,
464666,1,0,1,4,small town
464673,0,85,6,1,city
464758,0,100,7,3,city
464765,1,85,6,6,city
464864,0,100,5,4,small town
464888,0,30,8,7,rural
464918,0,85,4,5,small town
464970,1,85,3,3,small town
464994,0,100,3,5,suburb
465003,0,100,3,6,rural
465041,0,65,3,,suburb
465119,0,0,8,,suburb
465126,0,70,6,6,suburb
465164,0,100,1,,city
465171,0,50,3,,city
465195,0,100,3,3,small town
465201,,,3,1,
465218,0,30,5,5,small town
465225,0,100,3,2,city
465256,0,100,,1,city
465287,1,85,3,4,suburb
465348,1,99,3,4,small town
465423,0,100,8,2,city
465430,0,100,2,4,city
465454,1,100,3,1,suburb
465461,0,100,6,2,suburb
465478,,,1,5,
465485,1,70,2,6,small town
465508,0,85,7,6,suburb
465546,1,70,4,6,small town
465577,0,50,5,6,rural
465584,,,2,,
465607,,,2,4,
465614,0,15,3,7,small town
465638,1,50,7,6,rural
465669,0,50,4,4,city
465690,0,85,7,2,city
465713,1,70,3,6,city
465737,0,85,5,6,suburb
465744,0,100,3,6,city
465768,0,70,6,4,suburb
465799,0,70,7,4,suburb
465805,0,100,6,1,city
465812,0,100,7,2,suburb
465836,1,100,6,4,city
465867,1,85,1,4,city
465874,,,3,4,
465904,,100,2,,small town
465911,1,85,6,,small town
465928,0,70,5,4,rural
466006,,,3,6,
466020,0,50,8,6,small town
466044,0,100,5,3,small town
466068,0,100,3,1,suburb
466105,0,100,4,3,small town
466143,,,3,6,
466150,0,100,7,2,suburb
466167,,70,7,2,small town
466204,1,100,4,4,rural
466211,0,100,3,4,small town
466228,0,70,6,3,small town
466259,0,100,7,,small town
466273,,,6,5,
466297,0,85,2,4,suburb
466341,0,70,3,1,city
466501,,,2,4,
466617,0,100,6,4,city
466624,0,80,3,4,city
466648,0,50,2,,city
466655,0,90,7,3,suburb
466679,0,100,4,2,city
466709,0,100,1,6,rural
500043,0,100,6,1,rural
500050,0,50,2,5,small town
500081,0,85,2,2,city
500135,,,4,2,
500142,0,100,3,1,city
500173,1,65,8,2,city
500180,,,3,6,
500197,,,5,,
500258,1,85,4,5,small town
500272,0,60,8,6,small town
500289,0,85,7,2,city
500340,0,85,6,4,city
500562,0,100,4,3,suburb
500579,0,100,2,4,small town
500593,1,100,2,1,rural
500609,0,50,6,5,city
500616,0,70,7,6,rural
500685,0,100,6,4,city
500692,0,85,8,2,city
500739,0,85,6,4,rural
500784,0,100,6,5,suburb
500791,0,0,3,5,city
500869,0,85,6,3,suburb
500876,,,7,2,
500937,1,85,7,3,city
500982,,,5,7,
501039,0,80,6,5,suburb
501060,0,40,,,rural
501138,0,85,6,3,suburb
501237,,,3,6,
501244,0,70,5,5,small town
501398,0,85,6,5,city
501428,0,70,6,4,small town
501435,0,50,,6,rural
501541,0,85,4,4,rural
501565,0,100,6,,city
501572,0,100,5,4,small town
501619,,,1,,
501626,1,70,8,3,small town
501749,,,2,,
501831,0,100,3,3,city
501855,0,70,4,4,suburb
501947,1,95,3,,rural
501954,1,50,3,6,city
501978,0,85,6,3,small town
502117,0,100,6,2,city
502131,,,2,4,
502407,0,70,3,6,small town
502421,0,85,2,6,suburb
502452,0,85,1,,small town
502476,1,100,6,4,city
502537,0,60,1,,small town
502582,0,85,7,2,small town
502599,,,2,1,
502612,0,70,2,,small town
502773,0,60,3,,city
502797,1,70,7,2,city
502933,0,70,6,6,city
503035,0,85,2,5,suburb
503073,0,85,6,4,suburb
503080,0,70,7,5,suburb
503127,0,85,2,,suburb
503165,1,70,6,5,suburb
503233,0,90,5,6,suburb
503400,0,50,3,6,small town
503455,0,70,7,1,city
503677,0,100,5,2,city
503752,0,70,1,,small town
503769,1,85,7,2,city
503776,1,50,7,4,rural
503820,0,85,3,4,small town
504113,1,85,3,4,suburb
504137,0,85,1,4,suburb
504236,0,85,3,3,suburb
504267,1,50,4,5,rural
504298,0,100,2,6,small town
504304,,,6,4,
504328,0,85,6,2,city
504335,,,7,1,
504366,0,100,4,5,suburb
504441,0,100,4,4,small town
504458,0,100,3,4,city
504601,1,70,3,6,small town
504649,,,3,4,
504731,0,100,6,5,suburb
504816,1,70,2,4,city
504823,0,100,2,6,city
504854,0,85,4,6,suburb
504878,0,100,7,2,suburb
504946,0,85,6,,small town
504960,0,75,3,4,rural
504977,0,100,7,5,small town
505017,1,85,6,1,city
505062,0,100,7,6,small town
505185,,,2,5,
505192,0,85,5,6,small town
505222,0,50,2,,suburb
505338,,,1,5,
505390,1,70,8,6,rural
505406,0,85,7,2,city
505413,,,4,4,
505420,,,3,3,
505437,0,85,7,1,city
505451,0,100,5,3,city
505482,0,100,4,6,city
505529,0,100,7,4,city
505642,0,75,6,3,small town
505659,,,6,1,
505673,0,90,3,,city
505710,0,60,5,,city
505833,0,90,3,2,rural
505840,0,85,7,6,suburb
505888,,,1,3,
505949,0,70,3,6,suburb
505956,1,85,5,5,suburb
506058,0,100,6,3,suburb
506126,0,60,3,6,city
506133,0,85,1,6,suburb
506164,,,3,,
506201,1,85,3,,rural
506225,0,50,6,4,city
506263,0,70,6,6,suburb
506300,0,100,,4,city
506317,1,85,2,2,city
506362,0,70,7,2,city
506447,0,100,3,3,city
506485,1,100,7,2,suburb
506492,,,8,1,
506539,1,30,2,6,rural
506577,,,1,,
506645,0,85,7,1,city
506720,0,85,6,5,small town
506737,0,85,6,3,small town
506775,0,95,7,3,suburb
506799,0,100,6,2,suburb
506805,1,70,2,5,suburb
506881,0,100,7,3,small town
506904,0,98,6,1,city
506911,,,1,4,
506973,0,85,2,4,small town
507044,0,85,6,5,city
507051,0,50,3,,city
507167,0,85,3,3,city
507198,1,50,6,4,small town
507228,1,80,2,,rural
507235,1,60,6,4,small town
507426,0,0,3,,small town
507457,1,50,4,6,small town
507464,0,85,6,5,suburb
507501,0,75,3,6,small town
507563,1,70,2,6,small town
507570,1,50,6,5,rural
507594,1,85,3,4,rural
507617,0,80,5,6,small town
507631,0,85,2,6,small town
507716,1,100,6,6,city
507730,1,85,3,5,small town
507785,0,70,2,,small town
507815,1,70,6,7,rural
507846,0,100,2,2,rural
507853,,,3,2,
507891,0,30,2,,city
507921,,,5,6,
508085,0,85,,3,suburb
508108,0,100,7,3,city
508122,,,7,4,
508160,0,70,7,3,small town
508191,,,3,2,
508276,0,100,6,1,city
508306,1,85,3,4,small town
508375,0,50,6,6,small town
508399,0,50,1,4,small town
508511,1,85,6,4,small town
508580,0,100,2,6,suburb
508627,0,100,6,6,suburb
508672,0,95,8,2,suburb
508726,1,80,8,5,small town
508764,1,50,2,6,rural
508795,0,100,3,1,suburb
508832,1,60,2,4,small town
508894,0,100,6,3,rural
509002,0,85,6,6,city
509057,0,85,7,3,suburb
509064,,,2,3,
509095,1,65,2,6,small town
509163,0,100,7,3,city
509194,,,5,4,
509217,1,80,5,6,rural
509286,0,90,5,4,suburb
509354,1,100,6,6,small town
509392,,,1,5,
509491,,,2,,
509521,0,50,3,6,small town
509545,0,50,2,6,suburb
509583,0,100,7,4,city
509644,1,50,4,7,rural
509682,0,100,2,5,city
509743,1,70,5,6,rural
509828,0,100,2,4,small town
509842,0,100,7,3,city
509866,0,100,6,4,city
509941,,,3,2,
509989,1,100,6,2,rural
510057,,,7,4,
510118,1,85,3,4,city
510132,,,1,2,
510149,0,85,6,2,small town
510248,0,70,6,2,suburb
510255,0,50,2,5,city
510279,,,7,4,
510354,0,100,3,2,rural
510477,0,50,4,7,city
510491,1,85,5,,rural
510514,,,3,3,
510545,0,85,3,,small town
510705,1,85,5,5,suburb
510712,,,6,3,
510743,0,,6,,small town
510811,,,2,2,
510910,0,60,3,4,city
510958,0,85,7,4,suburb
510989,1,85,6,4,suburb
510996,,,7,5,
511005,0,70,2,7,rural
511067,0,60,,,city
511074,1,85,3,2,city
511098,0,100,2,3,small town
511104,0,100,7,2,small town
511111,0,85,4,2,suburb
511166,0,90,3,6,rural
511180,0,100,6,4,suburb
511241,1,85,2,4,city
511296,1,85,5,6,suburb
511319,,,7,5,
511333,,,2,1,
511395,1,100,6,4,suburb
511432,0,50,3,4,small town
511517,0,100,7,2,rural
511531,,,6,4,
511623,0,30,2,4,city
511630,0,70,,6,rural
511654,0,100,3,4,city
511661,0,85,7,4,suburb
511746,0,100,3,1,rural
511784,0,90,6,2,suburb
511821,,,5,2,
511876,0,0,,2,city
511920,0,85,2,5,city
512046,0,70,3,3,suburb
512060,0,70,3,6,small town
512091,,,6,4,
512107,0,85,3,2,small town
512145,,,2,6,
512169,,50,2,4,suburb
512237,0,50,1,,rural
512251,0,100,3,5,city
512329,1,100,7,2,city
512350,1,85,3,4,small town
512398,0,70,6,6,suburb
512411,0,85,6,2,city
512435,0,50,2,6,suburb
512459,0,70,5,5,suburb
512473,0,80,3,1,city
512497,0,85,3,2,small town
512503,1,85,2,,rural
512626,,,6,2,
512749,1,85,7,2,city
512770,0,85,6,,city
512817,0,100,7,3,suburb
512848,0,100,2,,rural
512862,0,100,2,,small town
512886,1,70,6,4,city
512923,0,70,8,3,city
512930,0,100,1,,city
513018,1,40,3,1,city
513063,0,100,6,6,
513124,0,70,5,4,city
513162,0,80,2,4,suburb
513186,,,6,2,
513193,1,85,2,4,small town
513209,0,86,4,2,small town
513254,,,2,7,
513506,0,70,6,3,city
513544,0,100,1,,city
513582,0,85,8,2,suburb
513605,0,100,6,3,city
513674,0,70,6,6,city
513759,0,70,7,4,city
513773,0,85,2,2,suburb
513797,0,85,6,2,city
513865,,,7,5,
514011,0,85,2,1,rural
514028,1,80,4,,rural
514035,1,85,2,6,rural
514059,1,75,3,6,rural
514103,0,100,6,1,city
514134,1,100,7,4,rural
514141,0,85,6,6,small town
514202,0,70,7,6,suburb
514226,1,60,6,6,suburb
514349,0,30,2,,small town
514363,1,85,8,4,suburb
514387,0,100,2,4,small town
514417,0,70,6,5,suburb
514479,0,60,4,7,rural
514592,0,85,6,4,small town
514646,1,50,4,5,small town
514653,0,85,8,2,city
514714,0,40,1,3,city
514745,0,85,7,4,suburb
514813,0,50,3,3,suburb
514851,,,6,,
514868,1,85,6,6,suburb
514899,0,85,3,6,suburb
514905,0,100,7,6,rural
514929,,,8,2,
515007,0,100,7,2,small town
515014,0,85,2,,city
515021,1,100,6,2,small town
515052,1,100,3,7,small town
515120,,,2,6,
515236,0,70,3,,suburb
515298,0,70,8,2,city
515311,0,70,2,4,suburb
515335,0,75,6,2,small town
515359,0,85,2,,small town
515366,0,85,6,,suburb
515427,0,50,4,6,small town
515472,0,85,8,2,city
515526,1,85,5,6,suburb
515595,1,15,4,7,rural
515632,,,2,,
515656,,,6,4,
515687,0,70,7,4,small town
515724,0,80,7,3,city
515793,1,90,6,5,city
515830,0,100,6,2,small town
515885,,,6,4,
515915,,,3,7,
515953,0,85,5,3,rural
515984,0,90,4,2,city
516048,0,60,3,4,small town
516062,1,100,6,3,small town
516116,,,5,4,
516376,0,100,5,2,city
516420,,,3,7,
516444,0,100,,2,city
516451,1,50,4,4,rural
516550,0,75,2,6,city
516581,1,85,6,6,small town
516628,1,85,3,6,small town
516642,0,100,2,,suburb
516703,0,80,6,4,city
516727,0,,3,6,small town
516758,0,85,6,6,suburb
516772,0,60,2,,city
516789,0,60,2,,city
516802,0,80,4,5,small town
516819,0,100,8,1,city
516840,,,3,2,
516895,1,60,6,6,city
516949,0,70,7,5,suburb
516963,0,100,3,3,small town
517089,0,85,6,2,suburb
517102,,,6,5,
517218,0,85,5,6,suburb
517249,,,4,2,
517256,0,8,2,,small town
517270,0,80,3,6,small town
517287,0,100,6,2,city
517379,0,100,7,2,city
517461,0,70,2,,rural
517546,0,60,3,4,suburb
517584,0,100,7,3,suburb
517638,1,60,5,7,rural
517652,1,85,3,6,city
517669,0,85,7,1,suburb
517676,0,85,3,6,suburb
517812,0,100,8,3,suburb
517867,0,85,7,6,suburb
517898,0,85,4,4,city
517911,,,8,6,
517928,,,4,4,
518075,0,50,2,2,rural
518136,0,85,2,3,city
518174,1,100,3,5,rural
518198,0,70,6,6,small town
518211,0,100,6,3,suburb
518273,0,85,1,,suburb
518341,1,60,6,5,city
518495,0,85,5,4,small town
518501,,,3,3,
518549,0,95,6,3,city
518587,1,70,4,6,small town
518631,1,40,3,6,suburb
518716,0,70,6,4,city
518730,,,6,1,
518747,,,2,,
518761,1,60,4,4,suburb
518808,1,95,3,2,small town
518822,0,70,7,5,city
518839,1,100,5,3,city
518853,1,75,3,6,small town
518860,0,50,6,7,suburb
518877,0,85,2,,rural
518884,0,85,6,4,city
518891,,,3,6,
518952,0,70,3,4,city
518990,1,100,6,3,suburb
519030,0,100,8,4,city
519238,0,60,6,6,small town
519276,1,100,2,6,city
519337,0,70,2,,city
519351,0,90,7,4,suburb
519375,0,85,2,,small town
519436,0,70,5,4,small town
519450,,,3,6,
519542,0,50,3,4,city
519580,0,40,5,6,suburb
519658,0,50,,,small town
519696,0,100,7,2,city
519719,0,80,6,,suburb
519726,0,60,2,,rural
519795,0,100,3,5,small town
519832,1,85,3,6,small town
519931,0,80,4,4,rural
519955,,,3,1,
520009,,,6,3,
520016,0,50,3,6,
520054,0,90,6,4,suburb
520078,0,40,4,6,rural
520139,,,2,6,
520160,0,70,2,4,small town
520177,1,50,,5,suburb
520313,1,90,6,1,city
520337,0,100,3,3,small town
520382,0,85,2,,rural
520429,,,1,,
520474,0,50,4,5,small town
520481,0,85,3,4,small town
520603,,,2,4,
520672,,,8,3,
520696,0,70,8,4,city
520726,0,100,6,4,small town
520788,0,70,7,5,small town
520801,0,100,2,,city
520832,1,85,2,,small town
520856,0,85,7,4,city
520924,0,70,6,5,suburb
520931,0,100,7,3,city
520986,,,6,7,
521156,0,100,3,,small town
521217,0,100,3,3,city
521255,1,50,6,5,city
521279,1,85,2,,small town
521293,0,100,6,2,small town
521309,1,70,3,4,city
521378,1,98,6,3,suburb
521385,0,85,1,2,small town
521446,,70,7,2,small town
521613,0,50,2,7,rural
521668,0,100,7,1,rural
521675,0,100,5,4,city
521699,0,60,2,,city
521712,1,40,3,6,small town
521804,0,85,6,5,suburb
521859,0,80,7,3,suburb
521866,0,50,2,6,suburb
521941,0,70,,,suburb
521972,0,100,6,2,suburb
521989,1,60,6,7,suburb
521996,0,100,7,4,suburb
522005,0,85,3,5,rural
522098,1,50,5,7,rural
522128,0,100,,6,suburb
522135,1,50,3,4,rural
522166,0,100,6,2,suburb
522173,0,85,6,2,suburb
522180,0,,6,7,suburb
522241,1,70,6,6,small town
522289,,,2,,
522296,0,70,3,2,rural
522319,1,100,1,5,suburb
522470,0,100,7,2,city
522517,0,95,6,3,city
522524,0,70,7,2,suburb
522586,0,60,6,5,suburb
522593,,,3,6,
522616,0,85,3,4,city
522654,,,3,2,
522678,0,60,3,5,suburb
522685,1,90,6,3,rural
522722,0,70,7,7,suburb
522814,1,100,6,4,small town
522906,0,70,7,4,city
522913,0,100,6,5,rural
522982,0,80,8,2,suburb
523015,0,100,7,3,rural
523077,0,0,1,2,small town
523091,0,60,5,2,suburb
523176,1,15,6,,suburb
523183,0,100,6,4,city
523190,0,85,6,5,suburb
523220,,,6,5,
523237,0,70,5,4,rural
523244,0,85,3,,city
523299,,,2,4,
523367,0,0,2,4,rural
523374,0,100,6,2,suburb
523497,0,95,7,1,city
523510,0,100,6,2,suburb
523565,0,60,4,5,suburb
523633,,,3,,
523657,0,85,6,1,city
523756,0,100,1,2,city
523763,0,75,4,,city
523800,0,50,1,,small town
523831,0,100,2,4,suburb
523862,,,2,6,
523879,,,2,6,
523923,0,40,6,6,small town
523947,0,85,6,6,suburb
523954,1,65,6,4,suburb
523978,0,60,3,3,small town
524001,0,70,3,4,city
524018,,,7,4,
524063,,,6,2,
524087,0,85,3,6,small town
524155,,,3,3,
524179,,,2,6,
524247,,,5,3,
524261,0,85,7,2,small town
524285,0,85,6,4,city
524308,0,100,7,2,city
524339,0,70,6,1,suburb
524384,1,85,4,3,rural
524407,0,100,3,5,suburb
524438,1,70,2,6,small town
524520,0,100,7,2,suburb
524582,1,85,6,2,suburb
524650,,,5,,
524728,1,60,6,6,small town
524810,1,60,3,6,suburb
524940,,,7,,
524988,0,80,8,2,city
524995,,,6,2,
525004,1,70,4,2,rural
525059,1,100,6,4,city
525134,,,4,4,
525158,0,65,6,5,city
525189,,,7,6,
525226,0,85,5,6,small town
525257,0,70,3,4,suburb
525264,0,70,6,,city
525394,0,60,6,6,rural
525516,0,85,6,5,small town
525561,0,50,2,6,small town
525585,0,70,7,4,suburb
525592,,,6,1,
525608,1,50,7,7,city
525769,,,5,4,
525806,1,100,6,2,suburb
525981,0,100,6,,rural
526021,0,85,4,1,city
526052,0,50,1,4,suburb
526182,0,100,2,,small town
526205,1,100,4,,rural
526311,0,85,8,4,suburb
526328,0,100,2,2,suburb
526335,1,100,7,4,suburb
526380,1,100,7,2,small town
526410,0,60,2,,city
526458,0,0,2,2,city
526533,,,8,1,
526557,0,100,8,2,city
526588,0,70,6,7,small town
526618,1,85,2,,rural
526632,1,85,4,,rural
526816,0,100,5,6,rural
526830,0,100,6,2,small town
526892,1,85,4,3,rural
526908,0,95,3,,small town
526946,,,1,,
527024,1,65,4,4,suburb
527048,0,100,6,1,suburb
527079,1,100,6,2,rural
527086,0,75,4,3,city
527161,0,100,2,6,city
527215,0,50,2,5,small town
527314,0,100,6,4,small town
527338,,90,7,2,
527345,0,100,6,6,small town
527352,0,70,4,,small town
527390,0,50,2,5,small town
527406,0,85,3,3,small town
527475,0,85,2,3,city
527499,0,85,1,6,small town
527529,1,100,8,3,city
527550,,,2,2,
527611,0,100,3,4,small town
527666,0,60,2,,city
527673,0,60,6,6,suburb
527697,1,85,6,5,suburb
527772,0,70,2,,city
527796,0,100,3,4,suburb
527840,0,100,7,2,suburb
527871,,,2,6,
527888,1,1,5,4,rural
527895,0,100,7,2,suburb
527970,0,85,8,4,city
528003,0,70,8,5,city
528096,0,100,4,5,small town
528119,1,60,6,6,city
528171,1,85,3,,small town
528195,,,2,5,
528300,1,50,3,4,small town
528317,0,100,6,2,suburb
528355,0,75,3,4,city
528461,0,95,6,2,city
528577,0,70,8,1,city
528652,1,100,4,6,rural
528676,0,100,6,4,rural
528683,0,50,2,,rural
528690,1,60,3,7,rural
528829,0,30,3,7,rural
528898,0,100,8,5,suburb
528904,0,100,8,5,rural
528959,0,60,7,6,city
528980,0,85,6,4,suburb
529044,0,100,3,,city
529105,0,100,,4,suburb
529136,,,2,,
529143,0,85,6,4,suburb
